rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
16591	RPS19	ribosomal protein S19	458	35	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16592	RPS17	ribosomal protein S17	856	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16593	RPS16	ribosomal protein S16	461	0	2	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16594	RPS15	ribosomal protein S15	454	6	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16595	RPS14	ribosomal protein S14	474	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16596	RPS11	ribosomal protein S11	497	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16597	RPRD1A	regulation of nuclear pre-mRNA domain containing 1A	965	30	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16598	RPP21	ribonuclease P/MRP 21kDa subunit	511	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16599	RPL7A	ribosomal protein L7a	1003	33	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16600	RPL6	ribosomal protein L6	891	12	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16601	RPL3L	ribosomal protein L3-like	1262	6	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16602	RPL39L	ribosomal protein L39-like	161	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16603	RPL39	ribosomal protein L39	166	3	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16604	RPL38	ribosomal protein L38	231	0	2	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16605	RPL37	ribosomal protein L37	308	1	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16606	RPL36AL	ribosomal protein L36a-like	1659	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16607	RPL36A	ribosomal protein L36a	341	1	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16608	RPL35A	ribosomal protein L35a	351	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16609	RPL34	ribosomal protein L34	374	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16610	RPL32	ribosomal protein L32	426	3	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16611	RPL31	ribosomal protein L31	1103	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16612	RPL30	ribosomal protein L30	366	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16613	RPL3	ribosomal protein L3	1252	5	2	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16614	RPL29	ribosomal protein L29	494	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16615	RPL27A	ribosomal protein L27a	463	45	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16616	RPL26L1	ribosomal protein L26-like 1	450	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16617	RPL24	ribosomal protein L24	498	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16618	RPL15	ribosomal protein L15	627	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16619	RPL11	ribosomal protein L11	561	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16620	RPL10A	ribosomal protein L10a	760	1	2	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16621	RPIA	ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase)	970	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16622	RPF1	ribosome production factor 1 homolog (S. cerevisiae)	1084	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16623	RPE	ribulose-5-phosphate-3-epimerase	769	8	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16624	RPA3	replication protein A3, 14kDa	380	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16625	RP9	retinitis pigmentosa 9 (autosomal dominant)	688	73	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16626	ROMO1	reactive oxygen species modulator 1	572	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16627	ROBLD3		561	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16628	RNPEP	arginyl aminopeptidase (aminopeptidase B)	1995	18	1	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16629	RNH1	ribonuclease/angiogenin inhibitor 1	1426	24	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16630	RNF7	ring finger protein 7	350	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16631	RNF5	ring finger protein 5	563	15	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16632	RNF4	ring finger protein 4	597	5	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16633	RNF24	ring finger protein 24	534	0	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16634	RNF212	ring finger protein 212	930	0	5	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16635	RNF186	ring finger protein 186	684	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16636	RNF181	ring finger protein 181	690	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16637	RNF170	ring finger protein 170	1010	0	5	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16638	RNF166	ring finger protein 166	738	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16639	RNF152	ring finger protein 152	615	49	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16640	RNF141	ring finger protein 141	713	73	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16641	RNF13	ring finger protein 13	1182	2	1	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16642	RNF122	ring finger protein 122	488	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16643	RNF114	ring finger protein 114	709	92	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16644	RNF112	ring finger protein 112	1674	45	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16645	RNF11	ring finger protein 11	473	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16646	RNASET2	ribonuclease T2	805	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16647	RNASEH2A	ribonuclease H2, subunit A	930	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16648	RNASE13	ribonuclease, RNase A family, 13 (non-active)	475	3	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16649	RNASE12	ribonuclease, RNase A family, 12 (non-active)	450	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16650	RNASE1	ribonuclease, RNase A family, 1 (pancreatic)	475	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16651	RLN3	relaxin 3	435	13	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16652	RIPPLY1	ripply1 homolog (zebrafish)	470	113	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16653	RINL	Ras and Rab interactor-like	1569	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16654	RIMBP3C	RIMS binding protein 3C	9844	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16655	RIMBP3B	RIMS binding protein 3B	9844	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16656	RILPL2	Rab interacting lysosomal protein-like 2	648	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16657	RIC8B	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)	1595	8	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16658	RHOXF2B	Rhox homeobox family, member 2B	1765	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16659	RHOV	ras homolog gene family, member V	719	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16660	RHOQ	ras homolog gene family, member Q	742	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16661	RHOD	ras homolog gene family, member D	651	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16662	RHOC	ras homolog gene family, member C	738	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16663	RHCE	Rh blood group, CcEe antigens	1292	11	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16664	RHBDL2	rhomboid, veinlet-like 2 (Drosophila)	940	9	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16665	RHBDD3	rhomboid domain containing 3	1182	93	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16666	RGS9BP	regulator of G protein signaling 9 binding protein	708	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16667	RGS19	regulator of G-protein signaling 19	674	119	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16668	RGS17	regulator of G-protein signaling 17	649	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16669	RGS1	regulator of G-protein signaling 1	648	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16670	RGPD8	RANBP2-like and GRIP domain containing 8	5388	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16671	RGPD6	RANBP2-like and GRIP domain containing 6	11010	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16672	RGPD2	RANBP2-like and GRIP domain containing 2	10722	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16673	RGPD1	RANBP2-like and GRIP domain containing 1	10674	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16674	RGP1	RGP1 retrograde golgi transport homolog (S. cerevisiae)	1625	83	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16675	RFESD	Rieske (Fe-S) domain containing	649	2	2	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16676	REXO1L1	REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1	4056	0	17	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16677	RELL2	RELT-like 2	1229	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16678	RELL1	RELT-like 1	988	1	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16679	RELA	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)	1696	19	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16680	REG4	regenerating islet-derived family, member 4	737	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16681	REEP6	receptor accessory protein 6	707	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16682	REEP2	receptor accessory protein 2	787	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16683	RDH8	retinol dehydrogenase 8 (all-trans)	956	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16684	RDH13	retinol dehydrogenase 13 (all-trans/9-cis)	1020	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16685	RDH10	retinol dehydrogenase 10 (all-trans)	1154	23	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16686	RDBP	RD RNA binding protein	2289	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16687	RCC1	regulator of chromosome condensation 1	1399	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16688	RCAN1	regulator of calcineurin 1	862	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16689	RBX1	ring-box 1	345	3	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16690	RBPMS2	RNA binding protein with multiple splicing 2	658	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16691	RBPMS	RNA binding protein with multiple splicing	845	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16692	RBP7	retinol binding protein 7, cellular	419	0	2	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16693	RBP5	retinol binding protein 5, cellular	423	7	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16694	RBMY1J	RNA binding motif protein, Y-linked, family 1, member J	3070	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16695	RBMY1F	RNA binding motif protein, Y-linked, family 1, member F	3070	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16696	RBMY1E	RNA binding motif protein, Y-linked, family 1, member E	4605	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16697	RBMY1D	RNA binding motif protein, Y-linked, family 1, member D	6140	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16698	RBMY1B	RNA binding motif protein, Y-linked, family 1, member B	6140	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16699	RBMY1A1	RNA binding motif protein, Y-linked, family 1, member A1	4605	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16700	RBM7	RNA binding motif protein 7	1142	30	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16701	RBM4	RNA binding motif protein 4	1107	0	1	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16702	RBM38	RNA binding motif protein 38	496	0	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16703	RBKS	ribokinase	999	0	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16704	RASSF8	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8	1319	65	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16705	RASSF6	Ras association (RalGDS/AF-6) domain family member 6	1152	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16706	RASSF10	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10	1852	5	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16707	RASSF1	Ras association (RalGDS/AF-6) domain family member 1	2051	18	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16708	RASL12	RAS-like, family 12	817	28	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16709	RASGEF1B	RasGEF domain family, member 1B	1474	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16710	RASD2	RASD family, member 2	809	43	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16711	RARRES2	retinoic acid receptor responder (tazarotene induced) 2	512	158	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16712	RARRES1	retinoic acid receptor responder (tazarotene induced) 1	920	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16713	RANGRF	RAN guanine nucleotide release factor	745	1	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16714	RANBP1	RAN binding protein 1	1773	32	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16715	RAMP3	receptor (G protein-coupled) activity modifying protein 3	457	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16716	RAMP2	receptor (G protein-coupled) activity modifying protein 2	542	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16717	RAMP1	receptor (G protein-coupled) activity modifying protein 1	455	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16718	RALA	v-ral simian leukemia viral oncogene homolog A (ras related)	637	45	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16719	RAG1AP1	recombination activating gene 1 activating protein 1	924	105	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16720	RAET1L	retinoic acid early transcript 1L	754	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16721	RAET1G	retinoic acid early transcript 1G	1025	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16722	RAD52	RAD52 homolog (S. cerevisiae)	1301	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16723	RAD51L1	RAD51-like 1 (S. cerevisiae)	1233	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16724	RACGAP1	Rac GTPase activating protein 1	1963	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16725	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	603	0	1	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16726	RABL3	RAB, member of RAS oncogene family-like 3	741	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16727	RABL2A	RAB, member of RAS oncogene family-like 2A	723	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16728	RAB9A	RAB9A, member RAS oncogene family	610	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16729	RAB8B	RAB8B, member RAS oncogene family	654	6	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16730	RAB5B	RAB5B, member RAS oncogene family	944	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16731	RAB4A	RAB4A, member RAS oncogene family	685	7	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16732	RAB42	RAB42, member RAS oncogene family	318	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16733	RAB40C	RAB40C, member RAS oncogene family	870	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16734	RAB3D	RAB3D, member RAS oncogene family	676	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16735	RAB35	RAB35, member RAS oncogene family	626	1	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16736	RAB33B	RAB33B, member RAS oncogene family	694	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16737	RAB32	RAB32, member RAS oncogene family	686	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16738	RAB2A	RAB2A, member RAS oncogene family	667	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16739	RAB26	RAB26, member RAS oncogene family	803	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16740	RAB1A	RAB1A, member RAS oncogene family	638	22	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16741	RAB19	RAB19, member RAS oncogene family	668	8	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16742	RAB17	RAB17, member RAS oncogene family	659	3	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16743	RAB15	RAB15, member RAS onocogene family	653	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16744	RAB14	RAB14, member RAS oncogene family	676	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16745	RAB11B	RAB11B, member RAS oncogene family	675	89	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16746	RAB10	RAB10, member RAS oncogene family	623	15	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16747	QRFP	pyroglutamylated RFamide peptide	410	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16748	QKI	quaking homolog, KH domain RNA binding (mouse)	1152	10	3	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16749	PYDC2	pyrin domain containing 2	292	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16750	PYDC1	PYD (pyrin domain) containing 1	569	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16751	PXT1	peroxisomal, testis specific 1	417	2	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16752	PXMP2	peroxisomal membrane protein 2, 22kDa	606	0	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16753	PUS3	pseudouridylate synthase 3	2362	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16754	PTTG1IP	pituitary tumor-transforming 1 interacting protein	563	4	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16755	PTS	6-pyruvoyltetrahydropterin synthase	460	59	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16756	PTPN20B	protein tyrosine phosphatase, non-receptor type 20B	12578	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16757	PTPN20A	protein tyrosine phosphatase, non-receptor type 20A	12578	9	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16758	PTPLB	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b	791	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16759	PTPLAD1	protein tyrosine phosphatase-like A domain containing 1	1129	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16760	PTP4A3	protein tyrosine phosphatase type IVA, member 3	538	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16761	PTH	parathyroid hormone	356	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16762	PTGES	prostaglandin E synthase	469	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16763	PTGDS	prostaglandin D2 synthase 21kDa (brain)	597	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16764	PTF1A	pancreas specific transcription factor, 1a	991	2	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16765	PSPN	persephin	474	84	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16766	PSPH	phosphoserine phosphatase	912	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16767	PSORS1C2	psoriasis susceptibility 1 candidate 2	846	9	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16768	PSMG4	proteasome (prosome, macropain) assembly chaperone 4	568	0	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16769	PSMG3	proteasome (prosome, macropain) assembly chaperone 3	377	71	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16770	PSME2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	1489	35	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16771	PSMD8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	1079	0	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16772	PSMD14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	973	14	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16773	PSMD10	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10	712	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16774	PSMC3IP	PSMC3 interacting protein	686	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16775	PSMC1	proteasome (prosome, macropain) 26S subunit, ATPase, 1	1365	29	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16776	PSMB4	proteasome (prosome, macropain) subunit, beta type, 4	823	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16777	PSMB2	proteasome (prosome, macropain) subunit, beta type, 2	627	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16778	PSMB1	proteasome (prosome, macropain) subunit, beta type, 1	749	14	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16779	PSMA7	proteasome (prosome, macropain) subunit, alpha type, 7	786	34	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16780	PSMA4	proteasome (prosome, macropain) subunit, alpha type, 4	818	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16781	PSG5	pregnancy specific beta-1-glycoprotein 5	1030	4	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16782	PSENEN	presenilin enhancer 2 homolog (C. elegans)	1001	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16783	PSCA	prostate stem cell antigen	355	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16784	PSAP	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	1643	5	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16785	PRY2	PTPN13-like, Y-linked 2	913	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16786	PRY	PTPN13-like, Y-linked	913	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16787	PRSS55	protease, serine, 55	1079	14	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16788	PRSS48	protease, serine, 48	1001	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16789	PRSS41	protease, serine, 41	972	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16790	PRRX2	paired related homeobox 2	774	20	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16791	PRRT1	proline-rich transmembrane protein 1	946	15	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16792	PRR7	proline rich 7 (synaptic)	829	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16793	PRR5-ARHGAP8		2386	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16794	PRR25	proline rich 25	1216	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16795	PRR20E	proline rich 20E	3370	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16796	PRR20D	proline rich 20D	3370	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16797	PRR20C	proline rich 20C	3370	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16798	PRR20B	proline rich 20B	3370	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16799	PRR20A	proline rich 20A	3370	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16800	PRR15	proline rich 15	390	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16801	PRR13	proline rich 13	459	239	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16802	PRPSAP1	phosphoribosyl pyrophosphate synthetase-associated protein 1	1194	12	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16803	PRPS1	phosphoribosyl pyrophosphate synthetase 1	982	25	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16804	PRPH	peripherin	1447	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16805	PROZ	protein Z, vitamin K-dependent plasma glycoprotein	1233	69	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16806	PROK1	prokineticin 1	328	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16807	PRNP	prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)	770	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16808	PRM3	protamine 3	454	112	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16809	PRM2	protamine 2	313	113	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16810	PRKRIP1	PRKR interacting protein 1 (IL11 inducible)	577	1	4	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16811	PRKCDBP	protein kinase C, delta binding protein	792	0	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16812	PRKAG1	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	1076	1	1	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16813	PRIMA1	proline rich membrane anchor 1	478	22	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16814	PRH1	proline-rich protein HaeIII subfamily 1	9371	11	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16815	PRELID2	PRELI domain containing 2	602	7	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16816	PRELID1	PRELI domain containing 1	1281	54	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16817	PRDX4	peroxiredoxin 4	844	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16818	PRDX3	peroxiredoxin 3	797	2	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
