rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
15086	ITGB1BP3	integrin beta 1 binding protein 3	717	116	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15087	ITGB1BP2	integrin beta 1 binding protein (melusin) 2	1204	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15088	ITGB1BP1	integrin beta 1 binding protein 1	681	92	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15089	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	3268	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15090	ITFG3	integrin alpha FG-GAP repeat containing 3	1703	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15091	ITFG1	integrin alpha FG-GAP repeat containing 1	1933	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15092	ISY1	ISY1 splicing factor homolog (S. cerevisiae)	898	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15093	ISX	intestine-specific homeobox	750	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15094	ISPD	isoprenoid synthase domain containing	1392	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15095	ISOC2	isochorismatase domain containing 2	686	1	2	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15096	ISG20L2	interferon stimulated exonuclease gene 20kDa-like 2	1183	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15097	ISG20	interferon stimulated exonuclease gene 20kDa	559	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15098	ISCU	iron-sulfur cluster scaffold homolog (E. coli)	769	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15099	ISCA1P1		405	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15100	ISCA1	iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	402	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15101	IRX5	iroquois homeobox 5	1460	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15102	IRX3	iroquois homeobox 3	1518	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15103	IRX2	iroquois homeobox 2	1469	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15104	IRX1	iroquois homeobox 1	1457	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15105	IRGQ	immunity-related GTPase family, Q	2023	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15106	IRGM	immunity-related GTPase family, M	544	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15107	IRF9	interferon regulatory factor 9	1543	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15108	IRF7	interferon regulatory factor 7	1878	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15109	IRF2BP2	interferon regulatory factor 2 binding protein 2	1770	210	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15110	IRF1	interferon regulatory factor 1	1014	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15111	IRAK3	interleukin-1 receptor-associated kinase 3	1837	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15112	IRAK2	interleukin-1 receptor-associated kinase 2	1928	92	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15113	IRAK1BP1	interleukin-1 receptor-associated kinase 1 binding protein 1	796	102	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15114	IQUB	IQ motif and ubiquitin domain containing	2424	9	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15115	IQCK	IQ motif containing K	1726	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15116	IQCJ	IQ motif containing J	542	93	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15117	IQCH	IQ motif containing H	3293	26	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15118	IQCG	IQ motif containing G	1946	17	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15119	IQCF5	IQ motif containing F5	455	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15120	IQCF3	IQ motif containing F3	479	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15121	IQCF2	IQ motif containing F2	507	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15122	IPO5	importin 5	3456	28	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15123	IPO4	importin 4	3898	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15124	IPMK	inositol polyphosphate multikinase	1277	10	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15125	IP6K2	inositol hexakisphosphate kinase 2	1870	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15126	IP6K1	inositol hexakisphosphate kinase 1	1342	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15127	INVS	inversin	3318	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15128	INTS9	integrator complex subunit 9	2047	54	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15129	INSL6	insulin-like 6	650	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15130	INSL5	insulin-like 5	414	168	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15131	INSL3	insulin-like 3 (Leydig cell)	402	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15132	INSIG1	insulin induced gene 1	1017	1	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15133	INS-IGF2	INS-IGF2	619	87	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15134	INS	insulin	343	2	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15135	INPP5K	inositol polyphosphate-5-phosphatase K	1391	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15136	INPP5J	inositol polyphosphate-5-phosphatase J	1967	39	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15137	INPP5F	inositol polyphosphate-5-phosphatase F	3475	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15138	INPP5E	inositol polyphosphate-5-phosphatase, 72 kDa	1971	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15139	INO80E	INO80 complex subunit E	2130	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15140	INO80C	INO80 complex subunit C	711	85	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15141	INO80B	INO80 complex subunit B	1091	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15142	INHBE	inhibin, beta E	1057	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15143	INHBC	inhibin, beta C	1063	5	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15144	ING5	inhibitor of growth family, member 5	753	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15145	ING4	inhibitor of growth family, member 4	780	3	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15146	INCENP	inner centromere protein antigens 135/155kDa	2829	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15147	INCA1	inhibitor of CDK, cyclin A1 interacting protein 1	743	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15148	INA	internexin neuronal intermediate filament protein, alpha	1510	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15149	IMPDH1	IMP (inosine monophosphate) dehydrogenase 1	1880	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15150	IMPAD1	inositol monophosphatase domain containing 1	1096	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15151	IMPACT	Impact homolog (mouse)	1003	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15152	IMPA1	inositol(myo)-1(or 4)-monophosphatase 1	1047	2	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15153	IMP4	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)	1138	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15154	IMP3	IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast)	555	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15155	IMMP1L	IMP1 inner mitochondrial membrane peptidase-like (S. cerevisiae)	748	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15156	ILK	integrin-linked kinase	2424	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15157	ILDR1	immunoglobulin-like domain containing receptor 1	1533	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15158	IL9R	interleukin 9 receptor	1598	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15159	IL9	interleukin 9	453	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15160	IL8	interleukin 8	314	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15161	IL7	interleukin 7	554	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15162	IL6	interleukin 6 (interferon, beta 2)	656	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15163	IL5RA	interleukin 5 receptor, alpha	1327	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15164	IL4I1	interleukin 4 induced 1	3079	0	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15165	IL4	interleukin 4	476	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15166	IL34	interleukin 34	749	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15167	IL32	interleukin 32	608	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15168	IL31	interleukin 31	505	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15169	IL3	interleukin 3 (colony-stimulating factor, multiple)	477	113	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15170	IL2RG	interleukin 2 receptor, gamma (severe combined immunodeficiency)	1140	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15171	IL28RA	interleukin 28 receptor, alpha (interferon, lambda receptor)	1589	71	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15172	IL28B	interleukin 28B (interferon, lambda 3)	608	11	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15173	IL28A	interleukin 28A (interferon, lambda 2)	627	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15174	IL27RA	interleukin 27 receptor, alpha	2066	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15175	IL26	interleukin 26	534	86	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15176	IL25	interleukin 25	549	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15177	IL24	interleukin 24	646	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15178	IL22RA2	interleukin 22 receptor, alpha 2	816	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15179	IL22	interleukin 22	558	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15180	IL20RB	interleukin 20 receptor beta	960	4	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15181	IL20	interleukin 20	549	11	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15182	IL1RL1	interleukin 1 receptor-like 1	1726	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15183	IL1R2	interleukin 1 receptor, type II	1231	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15184	IL1R1	interleukin 1 receptor, type I	1750	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15185	IL1F9	interleukin 1 family, member 9	526	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15186	IL1F8	interleukin 1 family, member 8 (eta)	730	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15187	IL1F5	interleukin 1 family, member 5 (delta)	484	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15188	IL1F10	interleukin 1 family, member 10 (theta)	475	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15189	IL1B	interleukin 1, beta	834	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15190	IL19	interleukin 19	670	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15191	IL18RAP	interleukin 18 receptor accessory protein	1840	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15192	IL18BP	interleukin 18 binding protein	764	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15193	IL18	interleukin 18 (interferon-gamma-inducing factor)	602	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15194	IL17RC	interleukin 17 receptor C	2456	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15195	IL17RA	interleukin 17 receptor A	2649	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15196	IL17F	interleukin 17F	502	96	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15197	IL17D	interleukin 17D	617	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15198	IL17C	interleukin 17C	604	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15199	IL17B	interleukin 17B	555	7	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15200	IL17A	interleukin 17A	478	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15201	IL15RA	interleukin 15 receptor, alpha	828	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15202	IL15	interleukin 15	513	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15203	IL13	interleukin 13	455	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15204	IL12B	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)	1011	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15205	IL10	interleukin 10	555	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15206	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	1502	110	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15207	IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein	4389	10	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15208	IGSF6	immunoglobulin superfamily, member 6	956	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15209	IGSF11	immunoglobulin superfamily, member 11	2904	17	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15210	IGLON5	IgLON family member 5	1039	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15211	IGFL3	IGF-like family member 3	392	82	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15212	IGFL1	IGF-like family member 1	347	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15213	IGFBPL1	insulin-like growth factor binding protein-like 1	855	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15214	IGFBP7	insulin-like growth factor binding protein 7	868	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15215	IGFBP5	insulin-like growth factor binding protein 5	831	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15216	IGFBP3	insulin-like growth factor binding protein 3	910	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15217	IGFBP2	insulin-like growth factor binding protein 2, 36kDa	990	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15218	IGF2BP2	insulin-like growth factor 2 mRNA binding protein 2	1862	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15219	IGF2	insulin-like growth factor 2 (somatomedin A)	933	13	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15220	IFT81	intraflagellar transport 81 homolog (Chlamydomonas)	2213	1	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15221	IFT57	intraflagellar transport 57 homolog (Chlamydomonas)	1330	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15222	IFT46	intraflagellar transport 46 homolog (Chlamydomonas)	1112	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15223	IFT27	intraflagellar transport 27 homolog (Chlamydomonas)	589	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15224	IFT20	intraflagellar transport 20 homolog (Chlamydomonas)	469	8	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15225	IFRD1	interferon-related developmental regulator 1	1400	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15226	IFNW1	interferon, omega 1	588	9	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15227	IFNK	interferon, kappa	629	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15228	IFNGR1	interferon gamma receptor 1	1495	13	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15229	IFNB1	interferon, beta 1, fibroblast	566	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15230	IFNA7	interferon, alpha 7	573	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15231	IFNA6	interferon, alpha 6	568	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15232	IFNA4	interferon, alpha 4	572	2	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15233	IFNA21	interferon, alpha 21	572	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15234	IFNA16	interferon, alpha 16	572	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15235	IFNA13	interferon, alpha 13	577	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15236	IFNA10	interferon, alpha 10	572	6	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15237	IFNA1	interferon, alpha 1	572	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15238	IFLTD1	intermediate filament tail domain containing 1	1356	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15239	IFITM5	interferon induced transmembrane protein 5	405	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15240	IFITM3	interferon induced transmembrane protein 3 (1-8U)	408	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15241	IFITM2	interferon induced transmembrane protein 2 (1-8D)	405	3	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15242	IFITM1	interferon induced transmembrane protein 1 (9-27)	383	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15243	IFIT5	interferon-induced protein with tetratricopeptide repeats 5	1453	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15244	IFIT1B	interferon-induced protein with tetratricopeptide repeats 1B	1431	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15245	IFI6	interferon, alpha-inducible protein 6	433	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15246	IFI44	interferon-induced protein 44	1367	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15247	IFI35	interferon-induced protein 35	891	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15248	IFI27L1	interferon, alpha-inducible protein 27-like 1	1054	130	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15249	IFI27	interferon, alpha-inducible protein 27	376	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15250	IFFO2	intermediate filament family orphan 2	1586	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15251	IER5L	immediate early response 5-like	1215	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15252	IER5	immediate early response 5	984	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15253	IER3IP1	immediate early response 3 interacting protein 1	259	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15254	IER2	immediate early response 2	710	94	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15255	IDO2	indoleamine 2,3-dioxygenase 2	1303	17	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15256	IDI2	isopentenyl-diphosphate delta isomerase 2	700	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15257	IDI1	isopentenyl-diphosphate delta isomerase 1	871	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15258	IDH3G	isocitrate dehydrogenase 3 (NAD+) gamma	1400	13	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15259	IDH3A	isocitrate dehydrogenase 3 (NAD+) alpha	1143	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15260	IDH2	isocitrate dehydrogenase 2 (NADP+), mitochondrial	1401	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15261	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	494	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15262	ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	368	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15263	ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	413	355	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15264	ID1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	496	0	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15265	ICT1	immature colon carcinoma transcript 1	643	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15266	ICOSLG	inducible T-cell co-stimulator ligand	933	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15267	ICOS	inducible T-cell co-stimulator	618	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15268	ICMT	isoprenylcysteine carboxyl methyltransferase	873	154	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15269	ICAM3	intercellular adhesion molecule 3	1672	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15270	ICAM2	intercellular adhesion molecule 2	844	85	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15271	ICAM1	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor	1623	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15272	ICA1	islet cell autoantigen 1, 69kDa	1508	34	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15273	IBSP	integrin-binding sialoprotein (bone sialoprotein, bone sialoprotein II)	978	82	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15274	IAH1	isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae)	829	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15275	HYLS1	hydrolethalus syndrome 1	2362	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15276	HYAL3	hyaluronoglucosaminidase 3	2956	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15277	HYAL1	hyaluronoglucosaminidase 1	1320	23	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15278	HVCN1	hydrogen voltage-gated channel 1	846	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15279	HUS1	HUS1 checkpoint homolog (S. pombe)	871	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15280	HTRA3	HtrA serine peptidase 3	1394	105	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15281	HTRA2	HtrA serine peptidase 2	2439	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15282	HTRA1	HtrA serine peptidase 1	1475	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15283	HTR6	5-hydroxytryptamine (serotonin) receptor 6	1331	18	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15284	HTR3E	5-hydroxytryptamine (serotonin) receptor 3, family member E	1444	5	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15285	HTR3D	5-hydroxytryptamine (serotonin) receptor 3 family member D	1565	84	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15286	HTR3B	5-hydroxytryptamine (serotonin) receptor 3B	1360	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15287	HTR3A	5-hydroxytryptamine (serotonin) receptor 3A	1605	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15288	HTR2B	5-hydroxytryptamine (serotonin) receptor 2B	1454	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15289	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A	1586	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15290	HTR1D	5-hydroxytryptamine (serotonin) receptor 1D	1134	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15291	HTN3	histatin 3	176	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15292	HTN1	histatin 1	194	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15293	HTATIP2	HIV-1 Tat interactive protein 2, 30kDa	960	116	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15294	HSPE1	heat shock 10kDa protein 1 (chaperonin 10)	755	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15295	HSPC159	lectin, galactoside-binding-like	535	81	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15296	HSPB9	heat shock protein, alpha-crystallin-related, B9	869	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15297	HSPB8	heat shock 22kDa protein 8	599	92	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15298	HSPB7	heat shock 27kDa protein family, member 7 (cardiovascular)	521	181	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15299	HSPB6	heat shock protein, alpha-crystallin-related, B6	495	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15300	HSPB2	heat shock 27kDa protein 2	810	22	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15301	HSPB11	heat shock protein family B (small), member 11	457	88	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15302	HSPB1	heat shock 27kDa protein 1	626	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15303	HSPA9	heat shock 70kDa protein 9 (mortalin)	2104	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15304	HSPA6	heat shock 70kDa protein 6 (HSP70B')	1932	52	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15305	HSPA5	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	1993	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15306	HSPA1L	heat shock 70kDa protein 1-like	2446	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15307	HSPA1B	heat shock 70kDa protein 1B	1926	1	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15308	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1	2835	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15309	HSH2D	hematopoietic SH2 domain containing	1082	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15310	HSFY2	heat shock transcription factor, Y linked 2	2630	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
15311	HSFY1	heat shock transcription factor, Y-linked 1	2630	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
